player_id,team,opponent,game_id,formation_position_value,player,team_x,date,home_team,away_team,opponent,reason,status,team_y
406564.0,Chelsea,Man City,1810666.0,1,Djordje Petrovic,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
403850.0,Chelsea,Man City,1810666.0, 2,Malo Gusto,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
363496.0,Chelsea,Man City,1810666.0, 3,Marc Cucurella,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
369430.0,Chelsea,Man City,1810666.0, 4,Enzo Fernandez,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,injured doubtful,Doubtful,Chelsea
353292.0,Chelsea,Man City,1810666.0, 5,Trevoh Chalobah,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
28550.0,Chelsea,Man City,1810666.0, 6,Thiago Silva,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
389935.0,Chelsea,Man City,1810666.0, 7,Noni Madueke,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
410175.0,Chelsea,Man City,1810666.0, 8,Moises Caicedo,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
426050.0,Chelsea,Man City,1810666.0, 9,Nicolas Jackson,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
395692.0,Chelsea,Man City,1810666.0, 10,Cole Palmer,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
375621.0,Chelsea,Man City,1810666.0, 11,Conor Gallagher,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
300426.0,Chelsea,Man City,1810666.0, 0,Axel Disasi,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,injured doubtful,Doubtful,Chelsea
365406.0,Chelsea,Man City,1810666.0, 0,Benoit Badiashile,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
97692.0,Chelsea,Man City,1810666.0, 0,Raheem Sterling,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,unfit,Doubtful,Chelsea
409376.0,Chelsea,Man City,1810666.0, 0,Mykhailo Mudryk,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
135768.0,Chelsea,Man City,1810666.0, 0,,,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
410639.0,Chelsea,Man City,1810666.0, 0,Carney Chukwuemeka,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
299272.0,Chelsea,Man City,1810666.0, 0,Ben Chilwell,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
478451.0,Chelsea,Man City,1810666.0, 0,Deivid Washington,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
467969.0,Chelsea,Man City,1810666.0, 0,Alfie Gilchrist,Chelsea,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
133569.0,Man City,Chelsea,1810666.0,1,Stefan Ortega,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
303139.0,Man City,Chelsea,1810666.0, 2,Rodri,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
297390.0,Man City,Chelsea,1810666.0, 3,Manuel Akanji,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
122945.0,Man City,Chelsea,1810666.0, 4,Nathan Ake,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
101374.0,Man City,Chelsea,1810666.0, 5,John Stones,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
69778.0,Man City,Chelsea,1810666.0, 6,Kyle Walker,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
331254.0,Man City,Chelsea,1810666.0, 7,Phil Foden,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
73084.0,Man City,Chelsea,1810666.0, 8,Kevin De Bruyne,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
365409.0,Man City,Chelsea,1810666.0, 9,Julian Alvarez,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
136741.0,Man City,Chelsea,1810666.0, 10,Bernardo Silva,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
113069.0,Man City,Chelsea,1810666.0, 11,Jack Grealish,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
313171.0,Man City,Chelsea,1810666.0, 0,Ruben Dias,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
93894.0,Man City,Chelsea,1810666.0, 0,Mateo Kovacic,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
388098.0,Man City,Chelsea,1810666.0, 0,Jeremy Doku,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
355110.0,Man City,Chelsea,1810666.0, 0,Sergio Gomez,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
402664.0,Man City,Chelsea,1810666.0, 0,Josko Gvardiol,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
394933.0,Man City,Chelsea,1810666.0, 0,Matheus Nunes,Wolves,2024-04-20 17:15:00,Manchester City,Chelsea,Manchester City,,,
121774.0,Man City,Chelsea,1810666.0, 0,Ederson,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
430709.0,Man City,Chelsea,1810666.0, 0,Oscar Bobb,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
444791.0,Man City,Chelsea,1810666.0, 0,Rico Lewis,Manchester City,2024-04-20 17:15:00,Manchester City,Chelsea,Chelsea,,,
362426.0,Burnley,Brighton,1729397.0,1,Arijanet Muric,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
402874.0,Burnley,Brighton,1729397.0, 2,Lorenz Assignon,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
349504.0,Burnley,Brighton,1729397.0, 3,Vitinho,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
273292.0,Burnley,Brighton,1729397.0, 4,Josh Cullen,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
399619.0,Burnley,Brighton,1729397.0, 5,Hjalmar Ekdal,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
414233.0,Burnley,Brighton,1729397.0, 6,Maxime Esteve,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
371447.0,Burnley,Brighton,1729397.0, 7,Lyle Foster,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
321020.0,Burnley,Brighton,1729397.0, 8,Sander Berge,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
410522.0,Burnley,Brighton,1729397.0, 9,David Datro Fofana,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
444751.0,Burnley,Brighton,1729397.0, 10,Wilson Odobert,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
307202.0,Burnley,Brighton,1729397.0, 11,Jacob Bruun Larsen,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
404852.0,Burnley,Brighton,1729397.0, 0,James Trafford,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
107462.0,Burnley,Brighton,1729397.0, 0,Charlie Taylor,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
41868.0,Burnley,Brighton,1729397.0, 0,Johann Gudmundsson,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
138929.0,Burnley,Brighton,1729397.0, 0,Josh Brownhill,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
33891.0,Burnley,Brighton,1729397.0, 0,Jay Rodriguez,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
400244.0,Burnley,Brighton,1729397.0, 0,Benson Manuel,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
424624.0,Burnley,Brighton,1729397.0, 0,Zeki Amdouni,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
383581.0,Burnley,Brighton,1729397.0, 0,Mike Tresor,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,,,
365831.0,Burnley,Brighton,1729397.0, 0,Han-Noah Massengo,Burnley,2024-04-13 15:00:00,Burnley,Brighton,Brighton,injured,Out,Burnley
400138.0,Brighton,Burnley,1729397.0,1,Bart Verbruggen,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
110290.0,Brighton,Burnley,1729397.0, 2,Joel Veltman,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
298694.0,Brighton,Burnley,1729397.0, 3,Pervis Estupinan,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
436048.0,Brighton,Burnley,1729397.0, 4,Carlos Baleba,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
365402.0,Brighton,Burnley,1729397.0, 5,Jan Paul van Hecke,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
86441.0,Brighton,Burnley,1729397.0, 6,Lewis Dunk,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
443004.0,Brighton,Burnley,1729397.0, 7,Simon Adingra,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
71824.0,Brighton,Burnley,1729397.0, 8,Pascal Gross,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
39308.0,Brighton,Burnley,1729397.0, 9,Danny Welbeck,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
399378.0,Brighton,Burnley,1729397.0, 10,Jakub Moder,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
373525.0,Brighton,Burnley,1729397.0, 11,Joao Pedro,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
382241.0,Brighton,Burnley,1729397.0, 0,Igor Julio,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
21683.0,Brighton,Burnley,1729397.0, 0,Adam Lallana,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
419341.0,Brighton,Burnley,1729397.0, 0,Valentin Barco,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
33532.0,Brighton,Burnley,1729397.0, 0,Jason Steele,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
382234.0,Brighton,Burnley,1729397.0, 0,Ansu Fati,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
432384.0,Brighton,Burnley,1729397.0, 0,Facundo Buonanotte,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
423721.0,Brighton,Burnley,1729397.0, 0,,,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
454792.0,Brighton,Burnley,1729397.0, 0,,,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
509424.0,Brighton,Burnley,1729397.0, 0,Mark O'Mahony,Brighton,2024-04-13 15:00:00,Burnley,Brighton,Burnley,,,
46092.0,Newcastle,Tottenham,1729410.0,1,Martin Dubravka,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
141486.0,Newcastle,Tottenham,1729410.0, 2,Jacob Murphy,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
82277.0,Newcastle,Tottenham,1729410.0, 3,Dan Burn,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
338780.0,Newcastle,Tottenham,1729410.0, 4,Bruno Guimaraes,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
100599.0,Newcastle,Tottenham,1729410.0, 5,Emil Krafth,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
82726.0,Newcastle,Tottenham,1729410.0, 6,Fabian Schar,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
342811.0,Newcastle,Tottenham,1729410.0, 7,Sean Longstaff,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
402596.0,Newcastle,Tottenham,1729410.0, 8,Elliot Anderson,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
299254.0,Newcastle,Tottenham,1729410.0, 9,Alexander Isak,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
349669.0,Newcastle,Tottenham,1729410.0, 10,Anthony Gordon,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
331382.0,Newcastle,Tottenham,1729410.0, 11,Harvey Barnes,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
112009.0,Newcastle,Tottenham,1729410.0, 0,Paul Dummett,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
68648.0,Newcastle,Tottenham,1729410.0, 0,Matt Ritchie,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
107176.0,Newcastle,Tottenham,1729410.0, 0,Loris Karius,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
430294.0,Newcastle,Tottenham,1729410.0, 0,Lewis Hall,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
415174.0,Newcastle,Tottenham,1729410.0, 0,Tino Livramento,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,injured,Out,Newcastle
134640.0,Newcastle,Tottenham,1729410.0, 0,,,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
425059.0,Newcastle,Tottenham,1729410.0, 0,Joe White,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
492690.0,Newcastle,Tottenham,1729410.0, 0,Alex Murphy,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
492692.0,Newcastle,Tottenham,1729410.0, 0,Ben Parkinson,Newcastle,2024-04-13 12:30:00,Newcastle,Tottenham,Tottenham,,,
147863.0,Tottenham,Newcastle,1729410.0,1,Guglielmo Vicario,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
362352.0,Tottenham,Newcastle,1729410.0, 2,Pedro Porro,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
401044.0,Tottenham,Newcastle,1729410.0, 3,Destiny Udogie,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
303657.0,Tottenham,Newcastle,1729410.0, 4,Rodrigo Bentancur,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
323663.0,Tottenham,Newcastle,1729410.0, 5,Cristian Romero,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
425229.0,Tottenham,Newcastle,1729410.0, 6,Micky van de Ven,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
379688.0,Tottenham,Newcastle,1729410.0, 7,Brennan Johnson,Nottingham Forest,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
303096.0,Tottenham,Newcastle,1729410.0, 8,Yves Bissouma,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
91909.0,Tottenham,Newcastle,1729410.0, 9,Son Heung-Min,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
137015.0,Tottenham,Newcastle,1729410.0, 10,James Maddison,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
130903.0,Tottenham,Newcastle,1729410.0, 11,Timo Werner,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
101859.0,Tottenham,Newcastle,1729410.0, 0,Pierre-Emile Hojbjerg,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
400097.0,Tottenham,Newcastle,1729410.0, 0,Radu Dragusin,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
368519.0,Tottenham,Newcastle,1729410.0, 0,Bryan Gil,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
328512.0,Tottenham,Newcastle,1729410.0, 0,Emerson Royal,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
303908.0,Tottenham,Newcastle,1729410.0, 0,Giovani Lo Celso,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
355855.0,Tottenham,Newcastle,1729410.0, 0,Dejan Kulusevski,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
403859.0,Tottenham,Newcastle,1729410.0, 0,Pape Sarr,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
103837.0,Tottenham,Newcastle,1729410.0, 0,Ben Davies,Tottenham,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
386134.0,Tottenham,Newcastle,1729410.0, 0,,,2024-04-13 12:30:00,Newcastle,Tottenham,Newcastle,,,
115131.0,Brentford,Luton,1729433.0,1,Mark Flekken,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
321085.0,Brentford,Luton,1729433.0, 2,Kristoffer Ajer,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,injured doubtful,Doubtful,Brentford
362275.0,Brentford,Luton,1729433.0, 3,Sergio Reguilon,Manchester United,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
298689.0,Brentford,Luton,1729433.0, 4,Vitaly Janelt,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
372724.0,Brentford,Luton,1729433.0, 5,Nathan Collins,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
342499.0,Brentford,Luton,1729433.0, 6,Ethan Pinnock,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
401168.0,Brentford,Luton,1729433.0, 7,Mikkel Damsgaard,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
339674.0,Brentford,Luton,1729433.0, 8,Mathias Jensen,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
296240.0,Brentford,Luton,1729433.0, 9,Yoane Wissa,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
353377.0,Brentford,Luton,1729433.0, 10,Bryan Mbeumo,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
368512.0,Brentford,Luton,1729433.0, 11,Keane Lewis-Potter,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
101856.0,Brentford,Luton,1729433.0, 0,Christian Norgaard,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,injured doubtful,Doubtful,Brentford
119822.0,Brentford,Luton,1729433.0, 0,Neal Maupay,Everton,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
407260.0,Brentford,Luton,1729433.0, 0,Kevin Schade,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
29026.0,Brentford,Luton,1729433.0, 0,Zanka,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
320575.0,Brentford,Luton,1729433.0, 0,Saman Ghoddos,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
404109.0,Brentford,Luton,1729433.0, 0,Frank Onyeka,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
121480.0,Brentford,Luton,1729433.0, 0,Thomas Strakosha,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
329554.0,Brentford,Luton,1729433.0, 0,Mads Roerslev,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
444304.0,Brentford,Luton,1729433.0, 0,Yehor Yarmoliuk,Brentford,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
64342.0,Luton,Brentford,1729433.0,1,Thomas Kaminski,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
399955.0,Luton,Brentford,1729433.0, 2,Issa Kabore,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
362246.0,Luton,Brentford,1729433.0, 3,Alfie Doughty,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
366080.0,Luton,Brentford,1729433.0, 4,Gabriel Osho,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,injured,Out,Luton
388671.0,Luton,Brentford,1729433.0, 5,Teden Mengi,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,injured doubtful,Doubtful,Luton
141510.0,Luton,Brentford,1729433.0, 6,Reece Burke,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
349102.0,Luton,Brentford,1729433.0, 7,Albert Sambi Lokonga,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,injured doubtful,Doubtful,Luton
92547.0,Luton,Brentford,1729433.0, 8,Ross Barkley,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
263188.0,Luton,Brentford,1729433.0, 9,Carlton Morris,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
100594.0,Luton,Brentford,1729433.0, 10,Jordan Clark,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
365244.0,Luton,Brentford,1729433.0, 11,Tahith Chong,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
94017.0,Luton,Brentford,1729433.0, 0,,,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
139864.0,Luton,Brentford,1729433.0, 0,Luke Berry,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
138641.0,Luton,Brentford,1729433.0, 0,Cauley Woodrow,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
135717.0,Luton,Brentford,1729433.0, 0,Pelly Ruddock Mpanzu,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
22319.0,Luton,Brentford,1729433.0, 0,,,2024-04-20 15:00:00,Luton,Brentford,Luton,,,
411101.0,Luton,Brentford,1729433.0, 0,Daiki Hashioka,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
71522.0,Luton,Brentford,1729433.0, 0,Andros Townsend,Luton,2024-04-20 15:00:00,Luton,Brentford,Brentford,,,
